coefficients,x_known,y_known,z_known,e_known,hyperparameter,0.67std_percent_known,1std_percent_known,1.96std_percent_known,0.67std_percent_fit_rand,1std_percent_fit_rand,1.96std_percent_fit_rand,coeff_known_pull,coeff_known,coeff_GP_pull_rand,coeff_GP_rand
"[ 0.52339835  1.60629411  0.490588    0.08108988  1.56625913  0.62519863
  0.36121858  1.74575175  0.40531923 -0.18429519  1.41365237  0.74007439]","[1.31 1.31 1.31 1.31 1.31 1.31 1.31 1.31 1.31 1.4  1.4  1.4  1.4  1.4
 1.4  1.4  1.4  1.4  1.6  1.6  1.6  1.6  1.6  1.97 1.97 1.97 1.97 1.97
 1.97 1.97]","[-0.68 -0.58 -0.39 -0.16 -0.04  0.16  0.39  0.56  0.67 -0.78 -0.53 -0.46
 -0.15  0.04  0.1   0.35  0.48  0.79 -0.65 -0.28  0.11  0.33  0.69 -0.72
 -0.52 -0.24  0.1   0.28  0.49  0.64]","[0.35015773 0.2150838  0.15037594 0.14189189 0.22902494 0.29850746
 0.24861878 0.41761658 0.4244898  0.47540984 0.312      0.38867925
 0.20652174 0.30298273 0.39607843 0.34526854 0.42951542 0.55489022
 0.36897275 0.25406758 0.29444444 0.39047619 0.57774608 0.41856925
 0.29623568 0.11733333 0.17361111 0.2764977  0.26375712 0.33843212]","[0.05260979 0.03649709 0.06061673 0.05753573 0.03277677 0.0582997
 0.05090856 0.02924962 0.04090328 0.03124135 0.03800328 0.0565995
 0.05100482 0.03775908 0.05750096 0.04746218 0.02996908 0.02628147
 0.03009174 0.0342166  0.05036816 0.03395732 0.03082807 0.03543167
 0.03863981 0.03626261 0.05803074 0.04613018 0.04201816 0.04114666]",[2.33233867 0.14349148],0.43333333333333335,0.6,0.9,0.4,0.5333333333333333,0.7666666666666667,"[-1.51884566  0.46264225 -1.54256954 -1.9359421  -0.19308468 -4.93397358
  1.04273297  0.18376553  0.91326474  0.70872332 -0.01067614 -1.27741253]","[ 0.47843209  1.61490074  0.43463322  0.04411672  1.53934337  0.25000094
  0.49063141  1.79999987  0.57375565 -0.11066048  1.40944739  0.37690076]","[  4.38373358   1.81228401   0.53610804  -4.37022716  -0.41791899
  -5.62642162  -0.12854894   3.96357513  -4.01904162   0.82367207
  -0.46171289 -13.681204  ]","[ 0.6622718   1.73178804  0.74974504 -0.03561868  1.5090509   0.25000042
  0.35570301  1.8         0.25000002 -0.14616822  1.4         0.25000003]"
"[ 0.31493157  1.66446588  0.37056987  0.46141137  1.75187999  0.50104303
 -0.63718713  1.48734817  0.69903091 -0.56394723  1.57959314  0.64565669]","[1.32 1.32 1.32 1.32 1.32 1.32 1.32 1.32 1.32 1.52 1.52 1.52 1.52 1.52
 1.52 1.52 1.77 1.77 1.77 1.77 1.77 1.77 1.77 1.77 1.77 1.86 1.86 1.86
 1.86 1.86 1.86 1.86 1.86 1.86]","[-0.73 -0.57 -0.45 -0.23  0.02  0.16  0.4   0.5   0.78 -0.81 -0.45 -0.31
 -0.02  0.21  0.41  0.79 -0.76 -0.61 -0.34 -0.18 -0.06  0.16  0.32  0.6
  0.7  -0.74 -0.54 -0.37 -0.13 -0.07  0.14  0.41  0.48  0.69]","[-0.11778291  0.05603985  0.06779661  0.21923937  0.38633819  0.45
  0.58431373  0.53878407  0.20900322 -0.09248555  0.168       0.170441
  0.48964013  0.53146853  0.7         0.39553219 -0.14503817 -0.02477701
  0.14487633  0.30238727  0.38738739  0.61403509  0.70904325  0.64166667
  0.62385321 -0.05116279 -0.10299003  0.11965812  0.36490251  0.43267974
  0.56787763  0.66666667  0.67932489  0.50982962]","[0.03374485 0.03523378 0.06494468 0.03263132 0.03086551 0.06314665
 0.05081985 0.02727513 0.03921082 0.03785137 0.06234664 0.03401868
 0.02879349 0.05008877 0.02625241 0.03329386 0.06112695 0.03147176
 0.05881668 0.03471296 0.05052074 0.03484751 0.02552869 0.02475429
 0.05293267 0.04816112 0.05733254 0.06490236 0.03474632 0.03259553
 0.03599222 0.03381003 0.04766788 0.03114406]",[0.01831452 0.72398213],0.5588235294117647,0.6764705882352942,0.9411764705882353,0.8823529411764706,0.9705882352941176,1.0,"[ 0.68134706  0.37627557  0.78512057 -2.88353703 -1.55790312 -2.49301775
 -1.17177546  0.35266606  0.12367844 -1.50198867  0.48140007  0.20843456]","[ 0.34180532  1.676275    0.41562593  0.31380192  1.67665252  0.33968273
 -0.68482208  1.53881404  0.74999759 -0.69616819  1.76066348  0.74983118]","[ 0.07638609  0.34553871  0.74646032 -0.87419993  0.13707776 -0.83184134
 -0.17441531  1.54086967  0.16955019  1.30512923  0.58446944 -0.8321979 ]","[ 0.33484292  1.8         0.49066717  0.17939862  1.8         0.26173582
 -0.81533332  1.79995644  0.74675107 -0.27142088  1.79999997  0.25      ]"
"[-0.089558    1.50438585  0.63640802  0.115146    1.42491892  0.56912827
 -0.626906    1.56410401  0.59993752 -0.44779     1.43388656  0.37099104]","[1.24 1.24 1.24 1.24 1.24 1.24 1.24 1.52 1.52 1.52 1.52 1.52 1.52 1.52
 1.73 1.73 1.73 1.73 1.73 1.73 1.73 1.73 1.81 1.81 1.81 1.81 1.81 1.81
 1.81 1.81]","[-0.84 -0.47 -0.3  -0.07  0.35  0.58  0.63 -0.72 -0.43 -0.34 -0.1   0.23
  0.54  0.67 -0.69 -0.64 -0.27 -0.07  0.03  0.24  0.52  0.82 -0.72 -0.56
 -0.22 -0.21  0.2   0.21  0.45  0.73]","[-0.22788204 -0.12903226 -0.13859275  0.03636364  0.28613569  0.17942584
  0.072      -0.33783784 -0.16088328 -0.12241055  0.01724138  0.28409091
  0.21715818 -0.0015456  -0.37193764 -0.22546973 -0.12144703  0.11952663
  0.17922078  0.29020979  0.16649215 -0.32240437 -0.14371257 -0.1984127
  0.02813299 -0.01149425  0.17985612  0.22651934  0.21799308 -0.0625    ]","[0.03564928 0.06296923 0.04573009 0.0388992  0.05204169 0.03402445
 0.06308141 0.03158475 0.05543395 0.04306994 0.03282173 0.07227207
 0.05054243 0.03931401 0.04380719 0.03147659 0.05045659 0.03415442
 0.05013954 0.04001264 0.0319076  0.0312937  0.05414957 0.03564657
 0.05055216 0.05360209 0.0373136  0.03619867 0.04059418 0.05579241]",[0.03007297 0.71286805],0.4666666666666667,0.6666666666666666,0.9333333333333333,0.9666666666666667,0.9666666666666667,1.0,"[ 2.63436399  0.26578399 -3.96624076 -2.11918241 -0.40009909 -0.86513599
  2.22904301 -0.1953692  -2.550642   -0.5967614   0.3592728   0.38266767]","[-0.05650363  1.52024928  0.26344521  0.06188558  1.4         0.25000006
 -0.43588561  1.55328743  0.36875606 -0.59051089  1.46840331  0.50654523]","[ 0.06535246 -0.38303146 -0.34044909  0.09731553 -0.05068098  0.3453553
  1.18808818 -0.14355655 -1.37138966 -0.22698289  0.47929674  1.01630746]","[-0.07973935  1.40000077  0.5116722   0.13397076  1.40477167  0.73299344
 -0.19197252  1.5199199   0.25000009 -0.55174139  1.56613638  0.69644728]"
"[ 0.4474434   1.66784058  0.39991083 -0.0796817   1.66228711  0.66238548
 -0.3984085   1.54497782  0.43217971 -0.48421956  1.75897909  0.50918719]","[1.39 1.39 1.39 1.39 1.39 1.39 1.39 1.53 1.53 1.53 1.53 1.53 1.6  1.6
 1.6  1.6  1.6  1.6  1.6  1.6  1.6  1.82 1.82 1.82 1.82]","[-0.65 -0.44 -0.21 -0.04  0.35  0.57  0.69 -0.82 -0.49 -0.04  0.19  0.63
 -0.84 -0.5  -0.34 -0.1   0.03  0.26  0.43  0.48  0.68 -0.55 -0.37  0.09
  0.52]","[0.28       0.26280992 0.49579832 0.528      0.58986175 0.45474614
 0.18297872 0.46031746 0.38372093 0.57894737 0.65789474 0.44642857
 0.3215859  0.38315217 0.45886076 0.55163728 0.64746544 0.73913043
 0.69668246 0.62910798 0.40192926 0.30585683 0.27909605 0.64087591
 0.5601173 ]","[0.03695042 0.03922663 0.05629245 0.05371093 0.02740848 0.0295889
 0.06413147 0.05592327 0.04065258 0.05399886 0.03265145 0.05978763
 0.0444393  0.03404749 0.03534296 0.04186148 0.02586718 0.0423465
 0.04938645 0.03766118 0.05192292 0.04434267 0.03227889 0.02933019
 0.0448611 ]",[0.69085829 0.46816354],0.44,0.76,0.88,0.6,0.8,1.0,"[-1.47436331 -1.48996777 -1.26894936 -0.10927378 -0.88712686 -1.25991591
 -4.2593625   0.3525514   1.10473202 -3.93044179 -0.38962083  0.57652816]","[ 0.38596741  1.62378899  0.34920937 -0.08331379  1.41661752  0.25
 -0.75480293  1.66046301  0.74999998 -0.78211154  1.67016005  0.74999615]","[-0.6715256  -0.56871072 -0.89741395 -0.812504   -0.20774013 -1.3002336
 -1.81892674 -0.28716432  0.70156309 -0.62828438  0.16442144 -0.62086589]","[ 0.41076796  1.64897471  0.35689098 -0.10986509  1.63928545  0.25000002
 -0.67209323  1.45968678  0.7490129  -0.58182508  1.79999978  0.42454403]"
"[0.20790136 1.44966303 0.35392603 0.29780465 1.48423106 0.46988024
 0.1517118  1.46388977 0.31277837 0.09552225 1.4717805  0.33753385]","[1.39 1.39 1.39 1.39 1.39 1.39 1.39 1.39 1.39 1.49 1.49 1.49 1.49 1.49
 1.68 1.68 1.68 1.68 1.68 1.68 1.87 1.87 1.87 1.87 1.87 1.87 1.87]","[-0.76 -0.48 -0.44 -0.12 -0.07  0.25  0.33  0.64  0.8  -0.73 -0.19 -0.04
  0.28  0.65 -0.59 -0.33 -0.16  0.02  0.28  0.69 -0.68 -0.55 -0.13 -0.05
  0.24  0.46  0.77]","[0.14177215 0.15605493 0.06595365 0.17180617 0.00895522 0.27356322
 0.16923077 0.33531157 0.48523207 0.15031315 0.07348243 0.11990408
 0.17666667 0.4038055  0.07386364 0.1420765  0.12033195 0.13646532
 0.09871245 0.3015873  0.08933718 0.         0.06790123 0.0834753
 0.07347447 0.27457627 0.28515625]","[0.03521904 0.03490037 0.04212811 0.04623448 0.05463365 0.04611737
 0.0352893  0.02962953 0.05679744 0.03194146 0.05637053 0.03437735
 0.04018268 0.04206461 0.03758597 0.05174059 0.0319738  0.03313212
 0.04609786 0.04540184 0.05346816 0.06350006 0.03200099 0.04113036
 0.03519385 0.0559845  0.04235928]",[0.36804327 0.51070974],0.37037037037037035,0.6666666666666666,0.8888888888888888,0.5925925925925926,0.9629629629629629,1.0,"[ 0.29184867 -0.05736016  0.44239286  0.04999601  0.03250963  0.53242486
  0.50258659 -0.16338264  0.47625963 -1.14206729  0.58262389 -0.23774926]","[0.22935851 1.43316725 0.41003229 0.32241032 1.49450571 0.64920015
 0.18743699 1.40000016 0.38462888 0.05125679 1.64517822 0.25000018]","[ 0.34661241 -0.09075626  0.58962811 -0.22316701  0.446398    0.10031863
  0.23990215 -0.1821867   0.47321907 -1.25851764  0.83852204 -0.17946476]","[0.25267362 1.42573006 0.47308203 0.24214113 1.62078843 0.5049527
 0.20835674 1.40365215 0.47261857 0.04914712 1.7737557  0.25002315]"
"[-0.23845877  1.50749396  0.25950068  0.20630703  1.43119509  0.39877113
 -0.14736216  1.67062777  0.56141516  0.04018968  1.49962288  0.58847818]","[1.34 1.34 1.34 1.34 1.34 1.54 1.54 1.54 1.54 1.54 1.54 1.54 1.78 1.78
 1.78 1.78 1.78 1.78 1.78 1.78 1.78 1.8  1.8  1.8  1.8  1.8  1.8  1.8 ]","[-0.68 -0.32 -0.07  0.42  0.52 -0.78 -0.5  -0.24  0.02  0.29  0.53  0.75
 -0.81 -0.48 -0.37 -0.28  0.06  0.12  0.38  0.49  0.68 -0.73 -0.42 -0.3
 -0.11  0.3   0.49  0.68]","[-0.41176471 -0.3081761  -0.26315789 -0.1862069  -0.17741935 -0.55649419
 -0.45283019 -0.35677353 -0.31187569 -0.2919708  -0.25547445 -0.2652124
 -0.39595376 -0.25032425 -0.21966206 -0.18584071 -0.15881709 -0.10351967
 -0.19008264 -0.14005602 -0.15034965 -0.37799043 -0.23186925 -0.12831858
 -0.05627706 -0.10748299 -0.1517094  -0.17096019]","[0.03633552 0.0533479  0.05368028 0.04079653 0.03124633 0.02699905
 0.04999826 0.03004155 0.03165318 0.05777988 0.03122011 0.03267033
 0.0349074  0.0348675  0.03823584 0.05336641 0.03267513 0.03200161
 0.03643683 0.03705519 0.04133682 0.03201979 0.03108913 0.03298455
 0.0656909  0.03667187 0.03230769 0.03371552]",[0.86881129 0.52860388],0.7142857142857143,0.7857142857142857,1.0,0.5714285714285714,0.7142857142857143,0.9285714285714286,"[ 0.50214784  1.78782995 -0.27018986 -0.15779722  0.0578222  -0.06914271
  0.82305433  0.41332466 -1.01115727 -0.67682928  0.81313433 -0.76335573]","[-0.23195444  1.5327343   0.253099    0.19001731  1.44287093  0.38625858
 -0.11670628  1.79999674  0.26169232  0.02323298  1.79998338  0.25005982]","[-0.04918581  1.70709216  0.3728394   0.64636924 -0.07838945  0.80974763
  2.02140825  3.11991008 -3.87418882 -0.35667938  1.04910254 -0.98698802]","[-0.23902119  1.52602757  0.26525511  0.2593663   1.40000092  0.53363721
 -0.1187925   1.8         0.25        0.03254337  1.8         0.25      ]"
"[ 0.18467399  1.65745248  0.29479391 -0.43090597  1.49002042  0.26228326
 -0.11838076  1.40396901  0.74449868  0.23202629  1.71558713  0.54184073]","[1.35 1.35 1.35 1.35 1.45 1.45 1.45 1.45 1.45 1.45 1.45 1.45 1.45 1.76
 1.76 1.76 1.76 1.76 1.76 1.76 1.76 1.76 1.99 1.99 1.99 1.99 1.99 1.99
 1.99 1.99 1.99]","[-0.73 -0.09  0.09  0.47 -0.69 -0.49 -0.41 -0.16  0.03  0.27  0.43  0.59
  0.79 -0.85 -0.52 -0.29 -0.13 -0.04  0.17  0.35  0.54  0.8  -0.76 -0.64
 -0.44 -0.25  0.02  0.1   0.29  0.62  0.67]","[ 0.55172414  0.2029703   0.13800425 -0.17073171  0.61904762  0.57464213
  0.44292237  0.37463127  0.21481481 -0.02884615 -0.08695652 -0.26315789
 -0.35147392  0.48953975  0.50699301  0.40976645  0.41353383  0.30116473
  0.09359606 -0.03196347 -0.04444444 -0.01007194  0.27744511  0.29667519
  0.19141324  0.20930233  0.14917127  0.08802817  0.04670913  0.00231481
 -0.00221729]","[0.04139205 0.04871627 0.04563668 0.03208635 0.03832132 0.03700954
 0.06058391 0.02907373 0.04202853 0.06930867 0.04073814 0.03228422
 0.03152342 0.03256473 0.03603995 0.04203152 0.05582565 0.03889702
 0.06987814 0.06753921 0.07446195 0.03793024 0.04292276 0.03414996
 0.04151343 0.05272219 0.04243396 0.04179618 0.0325462  0.0340206
 0.04708805]",[0.87015804 0.46145952],0.5806451612903226,0.7096774193548387,0.967741935483871,0.3870967741935484,0.6129032258064516,1.0,"[-0.83789618  1.29396333 -0.82354613 -4.00916257 -0.30646794  3.62827017
  2.42458414 -0.04675244 -9.97434934 -3.75425446 -0.22132866 -0.943195  ]","[ 0.17630267  1.67721259  0.27559876 -0.55005937  1.40000367  0.35104366
 -0.06783726  1.40000001  0.25000003  0.13292601  1.69919009  0.2500017 ]","[ -1.94197105   2.22102367  -1.13601133  -3.64381697  -0.28635563
   3.78822181   0.83109303  -0.11717058 -22.59802443  -3.34837448
  -0.12552442  -0.7813258 ]","[ 0.16246551  1.69372229  0.26996361 -0.54186602  1.40000021  0.355175
 -0.09938319  1.4         0.25        0.13192073  1.70802815  0.25295414]"
"[ 0.74872942  1.66375307  0.57533894 -0.07245769  1.48251344  0.38254859
  0.20127135  1.77538019  0.55203931 -0.39449185  1.70574386  0.69061878]","[1.22 1.22 1.22 1.22 1.22 1.22 1.22 1.22 1.22 1.42 1.42 1.42 1.42 1.42
 1.67 1.67 1.67 1.67 1.67 1.67 1.67 1.67 1.67 1.81 1.81 1.81 1.81 1.81
 1.81 1.81]","[-0.75 -0.61 -0.41 -0.15 -0.06  0.23  0.41  0.5   0.72 -0.55 -0.49 -0.14
  0.44  0.84 -0.76 -0.49 -0.3  -0.15  0.06  0.12  0.46  0.53  0.76 -0.76
 -0.6  -0.15 -0.01  0.24  0.4   0.78]","[0.40585774 0.38011696 0.27672956 0.25345622 0.3745098  0.3650108
 0.41719078 0.45474614 0.48083242 0.38215103 0.3951094  0.39179632
 0.59044369 0.42608696 0.59253499 0.40380048 0.39212008 0.44759207
 0.37956204 0.50469043 0.51538462 0.51937984 0.54562384 0.58583106
 0.41804788 0.3308958  0.41137856 0.51020408 0.54237288 0.57388316]","[0.03413158 0.04083703 0.03111184 0.04643414 0.02903248 0.04326739
 0.0294241  0.0295889  0.02901826 0.04420569 0.03295581 0.03460212
 0.04715005 0.03772786 0.03176758 0.03152771 0.0398459  0.03365509
 0.05589134 0.03739369 0.05314634 0.03761918 0.03616367 0.04230427
 0.03898425 0.0403483  0.03014857 0.05015933 0.02923214 0.04800695]",[0.43415628 0.63321005],0.4666666666666667,0.5666666666666667,0.9666666666666667,0.36666666666666664,0.7333333333333333,1.0,"[ 0.11472664 -0.42022772  0.21177694  2.5564609   0.99347872 -1.78077385
  0.39612946  0.07535544  0.2563348  -0.41712659  0.12384129  0.16602908]","[ 0.76105375  1.64314799  0.59447954 -0.03303303  1.60766643  0.25000001
  0.25223053  1.79999984  0.6697379  -0.43220111  1.75232587  0.74963702]","[-1.15545402 -1.93488633 -0.74091388  3.30803726  0.1456952  -1.33995063
 -0.46902398  0.07171983  0.06992945 -0.34140207 -0.38704074  0.12566541]","[ 0.67249471  1.60029235  0.53355812 -0.02519044  1.503944    0.25
  0.15263162  1.79999979  0.58070171 -0.41127598  1.58730854  0.74999886]"
"[-0.36356196  1.76213007  0.48925383 -0.26530197  1.7598157   0.32196518
  0.34390996  1.40523893  0.3405536   0.71729792  1.42969961  0.60919448]","[1.32 1.32 1.32 1.32 1.49 1.49 1.49 1.49 1.77 1.77 1.77 1.77 1.77 1.77
 1.77 1.77 1.77 1.84 1.84 1.84 1.84 1.84]","[-0.65 -0.27  0.09  0.83 -0.61 -0.41  0.31  0.57 -0.81 -0.57 -0.39 -0.26
  0.06  0.16  0.32  0.57  0.74 -0.83 -0.43 -0.14  0.29  0.67]","[ 0.19133574 -0.21202532 -0.44606414 -0.05610561  0.13787639 -0.06024096
 -0.624      -0.62204724  0.          0.08895706 -0.02196193 -0.18068966
 -0.45925926 -0.56557377 -0.64       -0.65298013 -0.53299492 -0.07177033
 -0.0440678  -0.21751026 -0.58410596 -0.54230236]","[0.0589741  0.03887348 0.04832551 0.05735801 0.03942917 0.03162867
 0.03494636 0.04912852 0.05227084 0.03900776 0.03825471 0.03652776
 0.03121176 0.0304817  0.03622154 0.0275637  0.02695958 0.04878546
 0.05816569 0.03610081 0.02953997 0.03129007]",[0.44697001 1.20177714],0.5,0.6818181818181818,0.9545454545454546,0.4090909090909091,0.5454545454545454,0.8636363636363636,"[ 2.76067061 -0.6880522  -2.63144022 -0.7905923  -5.5995998  -1.08388515
  0.57497809 -0.10601829 -2.70816745 -3.51071553  0.98340316 -3.05459718]","[-0.24226656  1.72898713  0.31740861 -0.29751461  1.56838007  0.2665778
  0.36440624  1.4         0.26890161  0.34331938  1.79999981  0.31681751]","[ 1.31238844 -0.38887968 -1.55002092 -0.87611894 -4.24609979 -0.65673066
 -1.08205375 -0.02070958 -1.31391893 -5.6406077   2.37652372 -1.28820956]","[-0.28425302  1.74154061  0.36724329 -0.31738056  1.61548657  0.27974104
  0.30754722  1.40000083  0.25537097  0.23734814  1.63280979  0.27821246]"
"[-0.59499799  1.74455143  0.61812938 -0.27388796  1.42319659  0.58963105
  0.40610974  1.75733762  0.28838819  0.19833266  1.42131042  0.49266525]","[1.38 1.38 1.38 1.38 1.38 1.41 1.41 1.41 1.41 1.41 1.41 1.41 1.61 1.61
 1.61 1.61 1.61 1.61 1.61 1.61 1.86 1.86 1.86 1.86]","[-0.65 -0.19 -0.16  0.26  0.68 -0.83 -0.38 -0.27  0.01  0.33  0.55  0.76
 -0.66 -0.59 -0.36 -0.15  0.1   0.39  0.61  0.84 -0.74 -0.14  0.05  0.44]","[-0.20622568 -0.37903226 -0.37562604 -0.50555556 -0.48626374 -0.03089431
 -0.32459016 -0.38428875 -0.48245614 -0.52284264 -0.53956835 -0.4529148
 -0.16949153 -0.15525114 -0.38357705 -0.45853659 -0.68703428 -0.6109215
 -0.57630979 -0.21661721 -0.14594595 -0.5799373  -0.63636364 -0.6       ]","[0.03523998 0.05876191 0.03786685 0.03215444 0.03238563 0.04030464
 0.03126899 0.04253941 0.02900461 0.03506425 0.05049631 0.0422163
 0.03703855 0.04720249 0.03097349 0.04388856 0.02805105 0.04625109
 0.03900432 0.05318009 0.03636712 0.04561227 0.03194768 0.03614032]",[0.41686423 0.87004771],0.4166666666666667,0.5833333333333334,0.9166666666666666,0.6666666666666666,0.7916666666666666,0.9583333333333334,"[-1.18160208 -0.86370676  0.2583895   8.48510042  0.6993296  -1.08749046
 -0.88322588  0.01600618 -0.5552538  -1.21912674  1.47141517 -4.52203065]","[-0.7231108   1.67444661  0.74682714 -0.14273191  1.46330065  0.25000008
  0.35865114  1.7580369   0.26505313  0.14481102  1.79145057  0.25000001]","[ 1.1219643  -2.32156983 -1.19844327  6.03862313  1.10568567 -0.95731386
  0.30912396  0.80902006  0.6371515  -1.89964435  6.12135595 -2.35005522]","[-0.5081115   1.64152888  0.51834522 -0.13755709  1.48328287  0.25135818
  0.41732634  1.79977489  0.30994018  0.13072119  1.78210606  0.25087999]"
"[0.18875141 1.56416658 0.60115223 0.31458568 1.68306675 0.59911581
 0.23316351 1.42470138 0.39578535 0.35159576 1.59953605 0.68397408]","[1.32 1.32 1.32 1.32 1.32 1.32 1.32 1.32 1.32 1.49 1.49 1.49 1.49 1.49
 1.49 1.76 1.76 1.76 1.76 1.76 1.76 1.94 1.94 1.94 1.94 1.94 1.94]","[-0.72 -0.55 -0.35 -0.11  0.06  0.19  0.46  0.56  0.7  -0.78 -0.5  -0.11
  0.05  0.44  0.72 -0.72 -0.53 -0.25  0.01  0.43  0.84 -0.85 -0.43 -0.26
  0.04  0.42  0.68]","[ 0.03162055  0.10121457  0.04285714  0.00980392 -0.01344086  0.04299065
  0.07366297  0.14427861  0.21257485  0.05228031  0.1659919   0.01694915
 -0.01098901  0.13953488  0.36470588  0.03882476  0.11171662  0.08847185
  0.0464135   0.11836735  0.45663265 -0.10274669  0.08064516  0.10973725
  0.09427609  0.10810811  0.12761905]","[0.04443319 0.06330172 0.04221889 0.049505   0.03665847 0.0431938
 0.03167974 0.04935363 0.03780687 0.03330626 0.06274577 0.04116343
 0.0605191  0.04035824 0.05049722 0.03236875 0.05187281 0.03646903
 0.06488698 0.04485781 0.0317734  0.03172624 0.03654237 0.03907662
 0.04084775 0.06672225 0.04328672]",[1.05465961 0.67195068],0.5555555555555556,0.6666666666666666,1.0,0.5185185185185185,0.7037037037037037,0.9629629629629629,"[-5.18364421  1.35834287 -6.09735761 -1.70633758 -0.81836222 -2.36025648
 -4.04681425  1.06342664 -3.66429321 -0.19193795  0.57518162 -0.58381906]","[0.11809206 1.60782336 0.29489736 0.22381972 1.63623975 0.35221235
 0.14449899 1.48248206 0.25       0.28926969 1.77560914 0.53134447]","[-2.03315111  0.72905019 -2.89867101 -1.79170796 -0.30049013 -2.21683943
 -2.64905906 -0.08301628 -1.6480113  -0.42078831  0.99370223 -0.27466701]","[0.13805516 1.59894463 0.3735244  0.20834264 1.66370967 0.36007037
 0.16148125 1.40000029 0.29665802 0.27830511 1.79988931 0.60314882]"
"[-0.70517961  1.44180849  0.59867222 -0.53925499  1.75721404  0.70729813
  0.12444346  1.77761276  0.55572668 -0.17975166  1.55392404  0.51796069]","[1.39 1.39 1.39 1.39 1.39 1.39 1.57 1.57 1.57 1.57 1.57 1.57 1.7  1.7
 1.7  1.7  1.7  1.7  1.7  1.7  1.92 1.92 1.92 1.92]","[-0.6  -0.41 -0.16  0.03  0.38  0.72 -0.79 -0.39 -0.03  0.21  0.4   0.8
 -0.81 -0.6  -0.27 -0.14  0.13  0.38  0.63  0.67 -0.62 -0.34  0.12  0.61]","[-0.27916667 -0.39393939 -0.5148248  -0.4738292  -0.54581673 -0.57697842
 -0.22168441 -0.48571429 -0.53125    -0.56549521 -0.53952843 -0.67295597
 -0.0988024  -0.25839416 -0.42738589 -0.45153664 -0.53478261 -0.56097561
 -0.61797753 -0.63993453 -0.15075377 -0.26720648 -0.44976077 -0.40540541]","[0.04382888 0.04824215 0.0314723  0.03268275 0.03739751 0.03098145
 0.03033942 0.04454916 0.04002715 0.04661772 0.0313565  0.02933032
 0.03850185 0.03691047 0.04117923 0.0433828  0.03939785 0.0275638
 0.0481144  0.03108733 0.03503898 0.04335618 0.04368535 0.06135286]",[0.47129502 1.22665334],0.20833333333333334,0.4583333333333333,1.0,0.5416666666666666,0.625,0.9166666666666666,"[ 3.69392766  4.17260914 -3.65364191  1.28098624 -0.31573137 -1.48837517
  2.03275417  0.05654157  0.49348452  3.95634    -0.12862185 -0.83562376]","[-0.49932645  1.54671915  0.41600028 -0.35880854  1.72524551  0.44970476
  0.22109806  1.79999999  0.74999697 -0.07189799  1.53393116  0.25      ]","[ 3.48637571  2.97588599 -3.69265014  0.78541057  0.09084912 -1.32327136
  0.34084194  0.06584477 -0.01119323  0.06455878  0.92834068  0.46762501]","[-0.51723048  1.53770185  0.43373642 -0.38677442  1.7931265   0.46144738
  0.17453972  1.8         0.55229975 -0.17329069  1.75831     0.74984094]"
"[ 0.23579479  1.62368118  0.36925946 -0.25879916  1.42361773  0.3460336
  0.51184723  1.53997166  0.44432245  0.55785597  1.77350697  0.67194406]","[1.37 1.37 1.37 1.37 1.37 1.37 1.37 1.37 1.46 1.46 1.46 1.46 1.79 1.79
 1.79 1.79 1.79 1.79 1.79 1.79 1.86 1.86 1.86 1.86]","[-0.8  -0.61 -0.22 -0.08  0.18  0.36  0.49  0.71 -0.45 -0.35  0.14  0.57
 -0.75 -0.47 -0.42 -0.05  0.    0.32  0.56  0.66 -0.54 -0.3   0.2   0.53]","[ 0.57657658  0.56438026  0.11764706  0.030837   -0.17770035 -0.15432873
 -0.11134677  0.03752039  0.46153846  0.29674099 -0.08009153 -0.03478261
  0.57805907  0.43099788  0.38541667  0.04761905 -0.03125    -0.0320197
 -0.07240705  0.04408353  0.42975207  0.31596091 -0.13392857 -0.04993598]","[0.02741817 0.0286368  0.04551662 0.03830186 0.05808868 0.03499745
 0.03236198 0.04036118 0.05501686 0.03955032 0.03371684 0.06589815
 0.05300457 0.02940025 0.02978139 0.03213797 0.06246947 0.03507513
 0.04412128 0.04812148 0.0335115  0.03828933 0.06621337 0.03573817]",[0.39683265 0.67502658],0.375,0.5,0.9583333333333334,0.625,0.75,1.0,"[-4.53839479e-02 -1.35666665e-03 -1.66647645e-01 -4.30531292e+00
  3.00614667e-01  1.61078494e+00 -2.96056015e-01  5.48272444e-02
 -2.22522725e-01  7.32549237e-01 -1.61692792e+00  1.69505282e-01]","[ 0.23268481  1.62362929  0.3451087  -0.52439677  1.49855282  0.74998917
  0.43988827  1.54470995  0.35180528  0.62168891  1.4000025   0.74999998]","[ 0.24155118  0.43979336  0.17434336 -1.14598102 -0.08709557  1.12727957
 -0.00691765 -0.10936559  0.01822131 -0.24335899  0.07099264  0.15645424]","[ 0.25617063  1.64877009  0.39527008 -0.41514962  1.4         0.51353467
  0.50903603  1.52512116  0.45056768  0.53244359  1.8         0.74999956]"
